location,information,sales_price
İzmir - Buca,Daire | 1+1 | 3. Kat | 45 m²,18.000 TL
Karaman - Karaman Merkez,Daire | 2+1 | 2. Kat | 60 m²,15.500 TL
İstanbul - Esenyurt,Daire | Stüdyo | 12. Kat | 25 m²,9.500 TL
İstanbul - Esenyurt,Daire | 2+1 | 6. Kat | 90 m²,25.000 TL
Bursa - Mustafakemalpaşa,Daire | 3+1 | 3. Kat | 135 m²,13.500 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 4+1 | 3. Kat | 145 m²,17.000 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 3+1 | 1. Kat | 145 m²,13.000 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 3+1 | 3. Kat | 125 m²,18.000 TL
Kocaeli - Karamürsel,Daire | 3+0 | Çatı katı | 110 m²,23.000 TL
Kocaeli - Karamürsel,Daire | 4+2 | Villa tipi | 170 m²,22.000 TL
Konya - Karatay,Daire | 4+2 | 6. Kat | 265 m²,30.000 TL
Malatya - Battalgazi,Daire | 2+1 | 3. Kat | 105 m²,20.000 TL
Ankara - Çankaya,Daire | 2+1 | 7. Kat | 131 m²,53.000 TL
İstanbul - Kağıthane,Daire | 2+1 | 3. Kat | 85 m²,28.000 TL
İstanbul - Kağıthane,Daire | 3+1 | 2. Kat | 155 m²,48.000 TL
İstanbul - Kağıthane,Daire | 2+1 | 1. Kat | 75 m²,30.500 TL
İstanbul - Sultangazi,Daire | 2+1 | 3. Kat | 90 m²,21.000 TL
Antalya - Konyaaltı,Daire | 2+1 | 1. Kat | 85 m²,45.000 TL
Antalya - Konyaaltı,Daire | 2+1 | 3. Kat | 85 m²,35.000 TL
Sakarya - Erenler,Daire | 4+1 | 2. Kat | 175 m²,18.000 TL
Aydın - Nazilli,Daire | 1+1 | 3. Kat | 60 m²,13.000 TL
Manisa - Ahmetli,Daire | 3+1 | 2. Kat | 145 m²,17.000 TL
Aydın - Nazilli,Daire | 3+1 | 8. Kat | 210 m²,28.000 TL
Manisa - Ahmetli,Daire | 2+1 | 4. Kat | 130 m²,15.000 TL
İzmir - Çiğli,Daire | 3+1 | 1. Kat | 125 m²,15.000 TL
Muğla - Marmaris,Daire | 1+1 | Bahçe katı | 100 m²,300.000 TL
Samsun - Bafra,Daire | 3+1 | 1. Kat | 140 m²,17.000 TL
Denizli - Merkezefendi,Daire | 3+1 | 4. Kat | 170 m²,21.000 TL
Denizli - Pamukkale,Daire | 1+1 | 2. Kat | 55 m²,13.000 TL
Denizli - Pamukkale,Daire | 2+1 | 3. Kat | 70 m²,14.000 TL
Hatay - İskenderun,Daire | 1+1 | 1. Kat | 50 m²,16.000 TL
Hatay - İskenderun,Daire | 3+1 | 4. Kat | 130 m²,18.000 TL
Burdur - Burdur Merkez,Daire | 3+1 | 2. Kat | 160 m²,12.000 TL
Muğla - Milas,Daire | 3+1 | 3. Kat | 110 m²,27.000 TL
İstanbul - Üsküdar,Daire | 3+2 | Bahçe katı | 250 m²,99.000 TL
Antalya - Kepez,Daire | 2+1 | 2. Kat | 85 m²,29.000 TL
Antalya - Kepez,Daire | 2+1 | 2. Kat | 100 m²,25.000 TL
Denizli - Pamukkale,Daire | 3+1 | Yüksek giriş | 190 m²,50.000 TL
Edirne - Edirne Merkez,Daire | 5+2 | 5. Kat | 300 m²,40.000 TL
Kütahya - Kütahya Merkez,Daire | 2+1 | 4. Kat | 110 m²,13.500 TL
Denizli - Pamukkale,Daire | 1.5+1 | 3. Kat | 55 m²,19.000 TL
İstanbul - Gaziosmanpaşa,Daire | 2+1 | Düz Giriş (Zemin) | 75 m²,15.000 TL
İzmir - Kemalpaşa,Daire | 3+1 | 3. Kat | 110 m²,28.000 TL
Çanakkale - Çanakkale Merkez,Daire | 1+1 | 5. Kat | 55 m²,18.500 TL
Tekirdağ - Çerkezköy,Daire | 2+1 | 3. Kat | 120 m²,25.000 TL
Diyarbakır - Kayapınar,Daire | 3+1 | 5. Kat | 185 m²,25.000 TL
Mersin - Yenişehir,Daire | 1+1 | 2. Kat | 65 m²,15.000 TL
Kayseri - Talas,Daire | 3+1 | 6. Kat | 170 m²,22.000 TL
Muğla - Bodrum,Daire | 2+1 | Bahçe katı | 110 m²,50.000 TL
İzmir - Bornova,Daire | 1+1 | 6. Kat | 60 m²,35.000 TL
İzmir - Urla,Daire | 2+1 | Yüksek giriş | 85 m²,45.000 TL
Bursa - İnegöl,Daire | 1+1 | Yüksek giriş | 90 m²,20.000 TL
Bursa - Gemlik,Daire | 2+1 | 5. Kat | 100 m²,15.000 TL
Bursa - Gemlik,Daire | 3+1 | 6. Kat | 135 m²,18.000 TL
Kayseri - Melikgazi,Daire | 3+1 | Düz Giriş (Zemin) | 155 m²,8.000 TL
Balıkesir - Altıeylül,Daire | 3+1 | 2. Kat | 135 m²,20.000 TL
İstanbul - Sancaktepe,Daire | 3+1 | 2. Kat | 120 m²,27.000 TL
Manisa - Soma,Daire | 3+1 | 3. Kat | 130 m²,21.000 TL
Ankara - Altındağ,Daire | 3+1 | 3. Kat | 145 m²,30.000 TL
Amasya - Amasya Merkez,Daire | 1+1 | 6. Kat | 60 m²,12.000 TL
Amasya - Amasya Merkez,Daire | 2+0 | Düz Giriş (Zemin) | 70 m²,13.500 TL
Ordu - Altınordu,Daire | 2+1 | 3. Kat | 120 m²,24.750 TL
Ordu - Altınordu,Daire | 2+1 | 3. Kat | 77 m²,18.750 TL
Ordu - Altınordu,Daire | 3+1 | 5. Kat | 140 m²,24.000 TL
İstanbul - Silivri,Daire | 2+1 | 2. Kat | 95 m²,20.000 TL
Bursa - İnegöl,Daire | 3+1 | 2. Kat | 120 m²,26.000 TL
Balıkesir - Karesi,Daire | 2+1 | 2. Kat | 95 m²,13.000 TL
İstanbul - Sarıyer,Daire | 1+1 | Bahçe katı | 70 m²,15.000 TL
İstanbul - Sarıyer,Daire | 2+1 | 2. Kat | 100 m²,35.000 TL
Sakarya - Hendek,Daire | 2+1 | 2. Kat | 120 m²,25.000 TL
Yalova - Çiftlikköy,Daire | 3+1 | 3. Kat | 120 m²,20.000 TL
İstanbul - Ataşehir,Daire | 2+1 | 3. Kat | 70 m²,29.000 TL
İstanbul - Ataşehir,Daire | 2+1 | Yüksek giriş | 75 m²,31.000 TL
İstanbul - Ataşehir,Daire | 2+1 | 2. Kat | 85 m²,40.000 TL
İstanbul - Maltepe,Daire | 1+1 | Çatı katı | 65 m²,26.000 TL
Yalova - Yalova Merkez,Daire | 2+1 | 3. Kat | 105 m²,18.000 TL
Tekirdağ - Çerkezköy,Daire | 2+1 | 3. Kat | 115 m²,17.000 TL
İzmir - Buca,Daire | 2+1 | 4. Kat | 85 m²,21.000 TL
İzmir - Buca,Daire | 2+1 | Düz Giriş (Zemin) | 75 m²,11.500 TL
Eskişehir - Odunpazarı,Daire | 1+1 | 1. Kat | 55 m²,15.000 TL
Kırklareli - Vize,Daire | 2+1 | 3. Kat | 85 m²,21.500 TL
Kayseri - Talas,Daire | 3+1 | 4. Kat | 135 m²,18.500 TL
Giresun - Giresun Merkez,Daire | 3+1 | Çatı Dubleks | 280 m²,20.000 TL
Burdur - Burdur Merkez,Daire | Stüdyo | Bodrum Kat | 65 m²,9.000 TL
Kocaeli - Gebze,Daire | 2+1 | 2. Kat | 95 m²,24.000 TL
Bartın - Bartın Merkez,Daire | 2+1 | 3. Kat | 95 m²,22.500 TL
Ordu - Altınordu,Daire | 2+1 | 3. Kat | 84 m²,20.000 TL
Ankara - Çankaya,Daire | 3+1 | Düz Giriş (Zemin) | 125 m²,21.500 TL
Ankara - Çankaya,Daire | 3+1 | Yüksek giriş | 125 m²,35.000 TL
İzmir - Bergama,Daire | 2+1 | 3. Kat | 95 m²,20.000 TL
Mersin - Yenişehir,Daire | 1+1 | 9. Kat | 65 m²,17.500 TL
Mersin - Mezitli,Daire | 1+1 | 5. Kat | 60 m²,13.500 TL
İstanbul - Bayrampaşa,Daire | 2+1 | Çatı katı | 90 m²,27.000 TL
Sakarya - Adapazarı,Daire | 3+1 | 5. Kat | 125 m²,14.000 TL
Trabzon - Of,Daire | 2+1 | 3. Kat | 146 m²,13.000 TL
Erzurum - Palandöken,Daire | 2+1 | 1. Kat | 90 m²,18.000 TL
Trabzon - Of,Daire | 2+1 | 3. Kat | 145 m²,10.000 TL
Kocaeli - Çayırova,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,16.500 TL
Bursa - Nilüfer,Daire | 3+1 | 2. Kat | 150 m²,35.750 TL
Bursa - Gürsu,Daire | 2+1 | 2. Kat | 110 m²,16.000 TL
Bursa - Osmangazi,Daire | 1+1 | 13. Kat | 88 m²,24.500 TL
Aydın - Didim,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,125.000 TL
Bursa - Osmangazi,Daire | 1+1 | 5. Kat | 75 m²,25.000 TL
İstanbul - Beşiktaş,Daire | 2+1 | 2. Kat | 85 m²,42.000 TL
İstanbul - Beşiktaş,Daire | 2+1 | 2. Kat | 75 m²,42.000 TL
İstanbul - Beşiktaş,Daire | 2+1 | Yüksek giriş | 100 m²,35.000 TL
Samsun - Atakum,Daire | 1+1 | Yüksek giriş | 60 m²,11.000 TL
Samsun - Atakum,Daire | 3+1 | 4. Kat | 155 m²,37.000 TL
Samsun - Atakum,Daire | 2+0 | 6. Kat | 88 m²,30.000 TL
Aydın - Kuşadası,Daire | 2+1 | 4. Kat | 100 m²,35.000 TL
Giresun - Giresun Merkez,Daire | 2+1 | 6. Kat | 95 m²,13.000 TL
Antalya - Alanya,Daire | 1+1 | 2. Kat | 55 m²,20.000 TL
Tekirdağ - Kapaklı,Daire | 1+1 | 1. Kat | 65 m²,15.000 TL
Tekirdağ - Kapaklı,Daire | 2+1 | 4. Kat | 100 m²,10.000 TL
Samsun - Bafra,Daire | 3+1 | 5. Kat | 130 m²,8.000 TL
İstanbul - Küçükçekmece,Daire | 3+1 | 5. Kat | 130 m²,36.000 TL
Yalova - Yalova Merkez,Daire | 3+1 | Düz Giriş (Zemin) | 110 m²,22.000 TL
İstanbul - Küçükçekmece,Daire | 2+1 | 4. Kat | 95 m²,32.000 TL
Yalova - Yalova Merkez,Daire | 3+1 | 1. Kat | 140 m²,19.000 TL
Adana - Seyhan,Daire | 3+1 | 3. Kat | 130 m²,13.000 TL
İzmir - Buca,Daire | 3+1 | 3. Kat | 130 m²,30.000 TL
Antalya - Alanya,Daire | 1+1 | 2. Kat | 55 m²,20.000 TL
Tekirdağ - Kapaklı,Daire | 1+1 | 1. Kat | 65 m²,15.000 TL
Tekirdağ - Kapaklı,Daire | 2+1 | 4. Kat | 100 m²,10.000 TL
Samsun - Bafra,Daire | 3+1 | 5. Kat | 130 m²,8.000 TL
İstanbul - Küçükçekmece,Daire | 3+1 | 5. Kat | 130 m²,36.000 TL
Yalova - Yalova Merkez,Daire | 3+1 | Düz Giriş (Zemin) | 110 m²,22.000 TL
İstanbul - Küçükçekmece,Daire | 2+1 | 4. Kat | 95 m²,32.000 TL
Yalova - Yalova Merkez,Daire | 3+1 | 1. Kat | 140 m²,19.000 TL
Adana - Seyhan,Daire | 3+1 | 3. Kat | 130 m²,13.000 TL
İzmir - Buca,Daire | 3+1 | 3. Kat | 130 m²,30.000 TL
İzmir - Buca,Daire | 2+1 | 2. Kat | 90 m²,24.000 TL
İstanbul - Tuzla,Daire | 4+2 | 3. Kat | 200 m²,70.000 TL
Samsun - Atakum,Daire | 1+1 | 1. Kat | 62 m²,22.000 TL
Gaziantep - Şahinbey,Daire | 2+1 | 2. Kat | 90 m²,17.500 TL
Şanlıurfa - Karaköprü,Daire | 2+1 | Düz Giriş (Zemin) | 195 m²,15.000 TL
Ankara - Keçiören,Daire | 4+1 | 3. Kat | 170 m²,28.000 TL
İstanbul - Tuzla,Daire | 4+1 | 11. Kat | 122 m²,49.000 TL
İstanbul - Tuzla,Daire | 3+1 | 3. Kat | 120 m²,40.000 TL
Şanlıurfa - Karaköprü,Daire | 2+1 | 1. Kat | 100 m²,14.500 TL
İstanbul - Kadıköy,Daire | 3+1 | 2. Kat | 165 m²,63.000 TL
İstanbul - Bakırköy,Daire | 1+1 | 13. Kat | 55 m²,37.500 TL
İstanbul - Bakırköy,Daire | 5+1 | 8. Kat | 300 m²,275.000 TL
İstanbul - Bakırköy,Daire | 1+1 | 12. Kat | 55 m²,40.000 TL
İstanbul - Başakşehir,Daire | 1+1 | 1. Kat | 70 m²,35.000 TL
İzmir - Torbalı,Daire | 3+1 | 4. Kat | 115 m²,20.000 TL
İstanbul - Kadıköy,Daire | 3+1 | Yüksek giriş | 150 m²,70.000 TL
Aydın - Söke,Daire | 3+1 | 3. Kat | 250 m²,37.000 TL
Balıkesir - Altıeylül,Daire | 2+1 | 5. Kat | 90 m²,16.000 TL
Manisa - Salihli,Daire | 2+1 | 4. Kat | 110 m²,15.000 TL
Antalya - Manavgat,Daire | 3+1 | 2. Kat | 140 m²,21.000 TL
Antalya - Döşemealtı,Daire | 3+1 | Düz Giriş (Zemin) | 157 m²,53.000 TL
Antalya - Aksu,Daire | 1+1 | 2. Kat | 70 m²,25.000 TL
Tekirdağ - Çerkezköy,Daire | 3+1 | 3. Kat | 140 m²,20.000 TL
Antalya - Muratpaşa,Daire | 2+1 | 5. Kat | 115 m²,30.000 TL
Muğla - Milas,Daire | 3+1 | 3. Kat | 140 m²,25.000 TL
Konya - Selçuklu,Daire | 3+1 | 3. Kat | 160 m²,24.000 TL
Ankara - Çankaya,Daire | 3+1 | 1. Kat | 110 m²,33.000 TL
Ankara - Akyurt,Daire | 3+1 | 3. Kat | 140 m²,22.000 TL
Muğla - Ortaca,Daire | 3+1 | 3. Kat | 180 m²,30.000 TL
Muğla - Ortaca,Daire | 2+1 | Müstakil | 120 m²,20.000 TL
İstanbul - Şişli,Daire | 1+1 | 3. Kat | 665 m²,27.000 TL
İstanbul - Beylikdüzü,Daire | 2+1 | 6. Kat | 115 m²,45.000 TL
Samsun - Atakum,Daire | 1+1 | 9. Kat | 55 m²,15.500 TL
Tekirdağ - Çorlu,Daire | 1+1 | 1. Kat | 75 m²,12.750 TL
İstanbul - Kağıthane,Daire | 2+1 | Kot 2 (-2). Kat | 75 m²,29.000 TL
Sakarya - Adapazarı,Daire | 3+1 | 1. Kat | 152 m²,21.000 TL
İstanbul - Sultanbeyli,Daire | 2+1 | Bahçe dublex | 105 m²,20.000 TL
İstanbul - Şişli,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,37.500 TL
İstanbul - Beyoğlu,Daire | 1+1 | 1. Kat | 50 m²,7.500 TL
İstanbul - Eyüpsultan,Daire | 1+1 | Düz Giriş (Zemin) | 70 m²,24.000 TL
Afyonkarahisar - Afyonkarahisar Merkez,Daire | 2+0 | 2. Kat | 50 m²,10.750 TL
Muğla - Ula,Daire | 2+1 | 1. Kat | 75 m²,35.000 TL
İstanbul - Arnavutköy,Daire | 2+1 | Yüksek giriş | 95 m²,25.000 TL
Antalya - Muratpaşa,Daire | 4+1 | 4. Kat | 170 m²,30.000 TL
Mersin - Yenişehir,Daire | 3+1 | 2. Kat | 120 m²,20.000 TL
İstanbul - Beykoz,Daire | 3+1 | 2. Kat | 190 m²,55.000 TL
Gaziantep - Şehitkamil,Daire | 2+1 | 1. Kat | 120 m²,23.750 TL
Antalya - Manavgat,Daire | 2+1 | Çatı katı | 105 m²,21.000 TL
Samsun - Atakum,Daire | 1+1 | 4. Kat | 55 m²,13.500 TL
Gaziantep - Şahinbey,Daire | 2+1 | 1. Kat | 100 m²,21.000 TL
İstanbul - Pendik,Daire | 3+1 | 4. Kat | 115 m²,29.000 TL
İstanbul - Bahçelievler,Daire | 3+1 | 1. Kat | 160 m²,55.000 TL
Adana - Sarıçam,Daire | 1+1 | 2. Kat | 60 m²,9.000 TL
Bursa - Nilüfer,Daire | 2+1 | 3. Kat | 92 m²,19.500 TL
Kayseri - Melikgazi,Daire | 3+1 | 11. Kat | 220 m²,19.500 TL
İzmir - Çiğli,Daire | 3+1 | 5. Kat | 122 m²,26.000 TL
Antalya - Kepez,Daire | 2+1 | 2. Kat | 100 m²,21.000 TL
Denizli - Merkezefendi,Daire | 2+1 | 4. Kat | 105 m²,18.500 TL
Mersin - Silifke,Daire | 3+1 | 5. Kat | 160 m²,17.000 TL
İstanbul - Fatih,Daire | 1+1 | Yüksek giriş | 55 m²,19.000 TL
Aydın - Efeler,Daire | 3+1 | 2. Kat | 140 m²,25.000 TL
Samsun - İlkadım,Daire | 2+1 | 4. Kat | 110 m²,13.000 TL
Denizli - Pamukkale,Daire | 3+1 | 1. Kat | 150 m²,20.000 TL
İzmir - Karabağlar,Daire | 2+1 | 2. Kat | 100 m²,16.500 TL
Ankara - Çankaya,Daire | 3+1 | Çatı katı | 120 m²,25.000 TL
Karabük - Karabük Merkez,Daire | 2+1 | 1. Kat | 95 m²,16.000 TL
Konya - Seydişehir,Daire | 2+1 | 6. Kat | 110 m²,15.500 TL
İstanbul - Kartal,Daire | 3+1 | 3. Kat | 120 m²,48.000 TL
Diyarbakır - Kayapınar,Daire | 2+1 | 1. Kat | 95 m²,24.500 TL
İzmir - Karabağlar,Daire | 3+1 | 3. Kat | 138 m²,32.500 TL
İstanbul - Eyüpsultan,Daire | 2+1 | Bahçe katı | 90 m²,16.000 TL18.000 TL
Kocaeli - İzmit,Daire | 1+1 | 3. Kat | 75 m²,14.000 TL
Konya - Seydişehir,Daire | 3+1 | 1. Kat | 110 m²,13.000 TL
Manisa - Şehzadeler,Daire | 2+1 | 2. Kat | 86 m²,16.000 TL
İstanbul - Esenler,Daire | 1+1 | Bahçe katı | 65 m²,16.000 TL
İstanbul - Küçükçekmece,Daire | 3+1 | 8. Kat | 147 m²,50.500 TL
Kocaeli - İzmit,Daire | 2+1 | Yüksek giriş | 77 m²,23.000 TL25.000 TL
İstanbul - Esenyurt,Daire | 2+1 | 3. Kat | 110 m²,15.000 TL
İstanbul - Esenyurt,Daire | 3+1 | 3. Kat | 128 m²,25.000 TL
Antalya - Finike,Daire | 4+1 | 5. Kat | 170 m²,37.000 TL
