location,information,sales_price
Bornova - Atatürk Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,26.000 TL
Menderes - Cüneytbey Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,29.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,31.500 TL
Aliağa - Yeni Mahallesi,Daire | 2+1 | Yüksek giriş | 102 m²,18.000 TL
Karşıyaka - Cumhuriyet Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,13.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,20.000 TL
Tire - İbni Melek Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,26.000 TL
Aliağa - Kurtuluş Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,30.000 TL
Aliağa - Yeni Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,25.000 TL
Karşıyaka - Bahariye Mahallesi,Daire | 3+1 | 5. Kat | 90 m²,24.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | Yüksek giriş | 45 m²,15.000 TL
Buca - Yenigün Mahallesi,Daire | 1+1 | 1. Kat | 90 m²,17.500 TL
Buca - Kozağaç Mahallesi,Daire | 1+1 | 2. Kat | 57 m²,16.500 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 55 m²,16.000 TL
Konak - Kültür Mahallesi,Daire | 2+1 | 3. Kat | 89 m²,40.000 TL
Buca - Laleli Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,19.000 TL
Bornova - Atatürk Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,27.000 TL
Aliağa - Kazım Dirik Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,29.000 TL34.000 TL
Çeşme - 16 Eylül Mahallesi,Daire | 2+1 | Yüksek giriş | 85 m²,225.000 TL
Menderes - Özdere Cumhuriyet Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,19.500 TL
Torbalı - Yedi Eylül Mahallesi,Daire | 3+1 | 5. Kat | 140 m²,28.000 TL
Torbalı - Muratbey Mahallesi,Daire | 3+0 | 5. Kat | 145 m²,18.000 TL
Çeşme - Dalyan Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,250.000 TL
Karşıyaka - Tuna Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,28.000 TL
Karşıyaka - Mavişehir Mahallesi,Daire | 2+1 | 14. Kat | 105 m²,60.000 TL
Balçova - Onur Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,30.000 TL31.750 TL
Urla - Güvendik Mahallesi,Daire | 1+1 | Yüksek giriş | 100 m²,30.000 TL
Aliağa - Siteler Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,35.000 TL
Bornova - Kızılay Mahallesi,Daire | 2+1 | Yüksek giriş | 110 m²,17.000 TL
Çiğli - Balatçık Mahallesi,Daire | 1+1 | 7. Kat | 55 m²,24.500 TL
Bayraklı - Tepekule Mahallesi,Daire | 2+1 | 6. Kat | 130 m²,15.500 TL
Karabağlar - Yurdoğlu Mahallesi,Daire | 3+1 | 4. Kat | 110 m²,18.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,36.500 TL
Konak - Halkapınar Mahallesi,Daire | Stüdyo | 30. Kat | 59 m²,50.000 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,27.000 TL
Karabağlar - Umut Mahallesi,Daire | 2+1 | Bahçe katı | 115 m²,12.500 TL
Karşıyaka - Yalı Mahallesi,Daire | 1+1 | 4. Kat | 35 m²,28.000 TL
Menderes - Kasımpaşa Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,25.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 3+1 | 6. Kat | 130 m²,25.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 2+1 | 2. Kat | 70 m²,27.000 TL
Urla - Yelaltı Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,30.000 TL
Seferihisar - Sığacık Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 80 m²,35.000 TL
Karşıyaka - Şemikler Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 83 m²,23.500 TL
Buca - Mustafa Kemal Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,28.000 TL
Bornova - Karaçam Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,14.000 TL
Bornova - Evka 4 Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,10.000 TL
Aliağa - Şakran Hasbi Efendi Mahallesi,Daire | 1+1 | 3. Kat | 82 m²,24.000 TL
Aliağa - Yalı Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,25.000 TL
Torbalı - Fevzi Çakmak Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,21.500 TL
Torbalı - Ayrancılar Mahallesi,Daire | 1+1 | 1. Kat | 85 m²,15.000 TL
Menemen - 29 Ekim Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,30.000 TL
Karşıyaka - Donanmacı Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,25.000 TL
Çiğli - Aydınlıkevler Mahallesi,Daire | 3+1 | Yüksek giriş | 130 m²,27.000 TL
Buca - Buca Koop. Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,30.000 TL
Bornova - Gazi Osman Paşa Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,24.000 TL
Gaziemir - Sevgi Mahallesi,Daire | 1+1 | Müstakil | 80 m²,17.000 TL
Karşıyaka - Demirköprü Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,32.000 TL
Çiğli - Evka - 2 Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,20.500 TL
Konak - Atilla Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,20.000 TL
Torbalı - İnönü Mahallesi,Daire | 3+1 | Bahçe katı | 135 m²,43.000 TL
Buca - Laleli Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,30.000 TL
Konak - Mithatpaşa Mahallesi,Daire | 1+1 | Yüksek giriş | 80 m²,30.000 TL
Bornova - Karacaoğlan Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,15.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 3+1 | 5. Kat | 167 m²,40.000 TL
Ödemiş - Gölcük Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,25.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 2. Kat | 115 m²,59.000 TL
Karşıyaka - İnönü Mahallesi,Daire | 2+1 | 3. Kat | 86 m²,40.000 TL
Buca - Yaylacık Mahallesi,Daire | 2+1 | Bahçe katı | 80 m²,20.000 TL
Karşıyaka - Yalı Mahallesi,Daire | 3+1 | 5. Kat | 125 m²,30.000 TL32.000 TL
Bayraklı - Tepekule Mahallesi,Daire | 3+1 | 3. Kat | 160 m²,65.000 TL
Menemen - Ulus Mahallesi,Daire | 2+1 | 6. Kat | 90 m²,26.000 TL
Bornova - Kazımdirik Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,35.000 TL
Bergama - Gaziosmanpaşa Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,21.000 TL
Bayraklı - Onur Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,22.500 TL
Bergama - Maltepe Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,20.000 TL
Bergama - Turabey Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,20.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 2+1 | 2. Kat | 105 m²,17.500 TL
Buca - Hürriyet Mahallesi,Daire | 2+1 | Bodrum Kat | 90 m²,19.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 2+1 | 4. Kat | 90 m²,24.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 2+1 | 10. Kat | 120 m²,22.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | Bahçe katı | 187 m²,20.000 TL22.000 TL
Karabağlar - Bozyaka Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,30.000 TL
Aliağa - Yeni Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,50.000 TL
Karabağlar - Refet Bele Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,30.000 TL
Seferihisar - Tepecik Mahallesi,Daire | 3.5+1 | Villa tipi | 120 m²,40.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,30.000 TL
Buca - Yaylacık Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,18.000 TL20.000 TL
Çeşme - İsmet İnönü Mahallesi,Daire | 2+1 | Bahçe katı | 120 m²,360.000 TL
Karabağlar - Poligon Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,30.000 TL
Menemen - Esatpaşa Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,19.999 TL
Bornova - Doğanlar Mahallesi,Daire | 3+1 | 1. Kat | 135 m²,20.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | Kot 2 (-2). Kat | 50 m²,18.500 TL
Buca - Menderes Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,28.000 TL30.000 TL
Karabağlar - Salih Omurtak Mahallesi,Daire | 2+1 | Yüksek giriş | 105 m²,12.000 TL
Menemen - Kasımpaşa Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,25.000 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 3+1 | 2. Kat | 175 m²,47.000 TL50.000 TL
Çiğli - Atatürk Mahallesi,Daire | 1+1 | 6. Kat | 65 m²,18.000 TL
Buca - Yenigün Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,28.000 TL
Buca - Adatepe Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,24.000 TL
Buca - Göksu Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,19.999 TL
Buca - Vali Rahmi Bey Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,35.000 TL
Urla - Altıntaş Mahallesi,Daire | 3+1 | 2. Kat | 80 m²,40.000 TL
Urla - Camiatik Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,85.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,30.000 TL
Bayraklı - Gümüşpala Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,18.000 TL
Gaziemir - Fatih Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,17.000 TL18.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 1. Kat | 85 m²,35.000 TL
Karabağlar - Üçkuyular Mahallesi,Daire | 4+1 | 8. Kat | 150 m²,38.000 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,28.000 TL30.000 TL
Buca - Karanfil Mahallesi,Daire | 3+1 | 5. Kat | 90 m²,20.000 TL
Buca - Atatürk Mahallesi,Daire | 2+0 | 3. Kat | 70 m²,20.000 TL
Karabağlar - Sarıyer Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 120 m²,23.000 TL25.000 TL
Karabağlar - General Kazım Özalp Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,25.000 TL
Bayraklı - Yamanlar Mahallesi,Daire | 3+1 | 5. Kat | 135 m²,31.000 TL
Bergama - Fatih Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,24.000 TL
Balçova - Eğitim Mahallesi,Daire | 3+1 | Bahçe katı | 180 m²,25.000 TL
Balçova - Onur Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,35.000 TL
Karşıyaka - Bahriye Üçok Mahallesi,Daire | 3+1 | Bahçe katı | 130 m²,45.000 TL
Buca - Seyhan Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,35.000 TL
Buca - Efeler Mahallesi,Daire | 3+1 | 1. Kat | 125 m²,35.000 TL
Ödemiş - Anafartalar Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,14.000 TL15.000 TL
Karabağlar - Aydın Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,20.000 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 3+1 | 6. Kat | 150 m²,35.000 TL
Karşıyaka - Mustafa Kemal Mahallesi,Daire | 3+1 | 8. Kat | 132 m²,44.750 TL
Menemen - İsmet İnönü Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,26.000 TL
Urla - Güvendik Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,65.000 TL
Karşıyaka - Zübeyde Hanım Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 60 m²,23.000 TL25.000 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,32.000 TL
Balçova - Eğitim Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 170 m²,25.000 TL
Ödemiş - İnönü Mahallesi,Daire | 1+1 | Çatı katı | 60 m²,15.000 TL
Konak - Göztepe Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,25.500 TL
Torbalı - İnönü Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,28.000 TL
Menemen - İnönü Mahallesi,Daire | 2+1 | Bahçe katı | 95 m²,21.000 TL
Tire - Cumhuriyet Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,28.000 TL
Torbalı - İnönü Mahallesi,Daire | 2+1 | 2. Kat | 105 m²,24.000 TL
Balçova - Eğitim Mahallesi,Daire | 3+1 | 2. Kat | 110 m²,25.000 TL
Bergama - Fatih Mahallesi,Daire | 3+1 | Kot 3 (-3). Kat | 135 m²,22.000 TL25.000 TL
Buca - Atatürk Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,30.000 TL32.000 TL
Buca - Adatepe Mahallesi,Daire | 3+1 | 6. Kat | 130 m²,23.000 TL
Buca - Yıldız Mahallesi,Daire | 2+1 | 4. Kat | 78 m²,20.000 TL
Karşıyaka - Aksoy Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,45.000 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,21.000 TL
Balçova - Eğitim Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,30.000 TL
Konak - Murat Reis Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,40.000 TL
Buca - Efeler Mahallesi,Daire | 3+1 | Kot 2 (-2). Kat | 150 m²,28.000 TL
Çiğli - Küçük Çiğli Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,13.000 TL
Buca - Adatepe Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,22.000 TL25.000 TL
Buca - Efeler Mahallesi,Daire | 2+0 | Yüksek giriş | 95 m²,30.000 TL
Bornova - Mevlana Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,26.000 TL
Karşıyaka - Mavişehir Mahallesi,Daire | 3+1 | 8. Kat | 178 m²,72.000 TL
Torbalı - Yazıbaşı Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,12.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,19.750 TL
Torbalı - Ayrancılar Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,22.000 TL
Konak - Göztepe Mahallesi,Daire | 3+1 | Kot 2 (-2). Kat | 120 m²,25.000 TL
Konak - Kültür Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,40.000 TL
Çiğli - İnönü Mahallesi,Daire | 1+1 | Yüksek giriş | 65 m²,18.000 TL
Çiğli - Küçük Çiğli Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,21.000 TL
Kiraz - Yeni Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,17.000 TL
Konak - Mimar Sinan Mahallesi,Daire | 3+1 | 1. Kat | 145 m²,36.000 TL
Çiğli - Şirintepe Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 70 m²,10.000 TL
Torbalı - Ayrancılar Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,24.000 TL
Çiğli - Balatçık Mahallesi,Daire | 2+1 | 7. Kat | 113 m²,40.000 TL
Buca - Kozağaç Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,19.000 TL
Buca - Yeşilbağlar Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,14.000 TL
Dikili - Gazipaşa Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,17.500 TL20.000 TL
Bornova - Yeşilova Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 90 m²,19.000 TL
Karşıyaka - İmbatlı Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,15.000 TL
Konak - Kemal Reis Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,28.000 TL
Menemen - İstiklal Mahallesi,Daire | 3+1 | 3. Kat | 148 m²,37.000 TL
Buca - Atatürk Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,20.000 TL
Buca - Atatürk Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,16.000 TL
Buca - Atatürk Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,16.000 TL
Bergama - Fatih Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,22.000 TL
Konak - Alsancak Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,21.500 TL
Karşıyaka - Bahriye Üçok Mahallesi,Daire | 3+1 | 5. Kat | 120 m²,32.000 TL34.000 TL
Menemen - Gazi Mustafa Kemal Mahallesi,Daire | 3+1 | 3. Kat | 120 m²,24.000 TL
Balçova - Fevzi Çakmak Mahallesi,Daire | 3+1 | Yüksek giriş | 110 m²,39.000 TL
Bornova - Atatürk Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,30.000 TL
Seferihisar - Camikebir Mahallesi,Daire | 3+1 | 5. Kat | 170 m²,27.000 TL
Buca - Hürriyet Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,24.000 TL
Çeşme - Üniversite Mahallesi,Daire | 3+1 | Müstakil | 200 m²,200.000 TL250.000 TL
Karabağlar - Arap Hasan Mahallesi,Daire | 4+1 | 3. Kat | 180 m²,30.000 TL
Bayraklı - R. Şevket İnce Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,12.000 TL
Karabağlar - Yaşar Kemal Mahallesi,Daire | 3+1 | 10. Kat | 145 m²,33.000 TL
Bornova - Kızılay Mahallesi,Daire | 3+1 | 1. Kat | 183 m²,35.000 TL
Buca - Ufuk Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,20.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 2+1 | 5. Kat | 115 m²,45.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 2+1 | 3. Kat | 105 m²,38.000 TL
Bornova - Koşukavak Mahallesi,Daire | 2+1 | 9. Kat | 105 m²,38.000 TL
Bayraklı - Adalet Mahallesi,Daire | 3+1 | 1. Kat | 120 m²,27.500 TL
Karabağlar - Abdi İpekçi Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,10.000 TL
Torbalı - Türkmenköy Mahallesi,Daire | 1+1 | 3. Kat | 56 m²,16.000 TL17.000 TL
Bayraklı - Muhittin Erener Mahallesi,Daire | 2+1 | 4. Kat | 75 m²,26.500 TL
Karşıyaka - Mavişehir Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,50.000 TL
Karşıyaka - İmbatlı Mahallesi,Daire | Stüdyo | 1. Kat | 32 m²,22.500 TL25.000 TL
Narlıdere - Ilıca Mahallesi,Daire | 3+1 | 3. Kat | 130 m²,33.000 TL
Buca - Adatepe Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,18.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,18.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,55.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | 1. Kat | 110 m²,27.000 TL
Menemen - İnönü Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,15.000 TL
Aliağa - Şakran Hasbi Efendi Mahallesi,Daire | 2+1 | Yüksek giriş | 80 m²,27.000 TL
Bornova - Atatürk Mahallesi,Daire | Stüdyo | Bahçe katı | 39 m²,10.000 TL
Gaziemir - Fatih Mahallesi,Daire | 3+1 | 2. Kat | 125 m²,55.000 TL
Buca - Ufuk Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,20.000 TL
Aliağa - Yalı Mahallesi,Daire | 3+1 | 2. Kat | 120 m²,45.000 TL
Aliağa - Yalı Mahallesi,Daire | 3+1 | Yüksek giriş | 125 m²,30.000 TL
Buca - Yıldız Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,18.000 TL
Konak - Kılıç Reis Mahallesi,Daire | 1+1 | 4. Kat | 90 m²,15.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 3. Kat | 52 m²,18.000 TL
Karşıyaka - Örnekköy Mahallesi,Daire | 3+1 | 4. Kat | 145 m²,40.000 TL
Çiğli - Ahmet Taner Kışlalı Mahallesi,Daire | 3+1 | 2. Kat | 128 m²,28.000 TL
Karabağlar - Sarıyer Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,16.000 TL18.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 2. Kat | 56 m²,19.500 TL
Güzelbahçe - Siteler Mahallesi,Daire | 3+1 | 4. Kat | 170 m²,85.000 TL90.000 TL
Konak - Ege Mahallesi,Daire | 1+1 | Bahçe katı | 81 m²,30.000 TL
Bergama - Ertuğrul Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,21.000 TL
Bornova - Evka 4 Mahallesi,Daire | 2+1 | 7. Kat | 85 m²,22.000 TL
Bornova - Evka 4 Mahallesi,Daire | 2+1 | 3. Kat | 85 m²,25.000 TL
Menemen - Atatürk Mahallesi,Daire | 2+1 | Yüksek giriş | 95 m²,19.500 TL
Buca - Adatepe Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,26.500 TL
Karşıyaka - Zübeyde Hanım Mahallesi,Daire | 3+1 | 4. Kat | 128 m²,35.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 3+1 | 6. Kat | 145 m²,37.000 TL40.000 TL
Çiğli - Ataşehir Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,27.000 TL
Buca - Yaylacık Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 64 m²,24.500 TL
Çiğli - Ataşehir Mahallesi,Daire | 1+1 | 3. Kat | 86 m²,33.000 TL
Konak - Halkapınar Mahallesi,Daire | 1 Oda | 28. Kat | 53 m²,45.000 TL
Buca - Kuruçeşme Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,20.000 TL22.000 TL
Çeşme - Üniversite Mahallesi,Daire | 3+1 | Müstakil | 200 m²,200.000 TL250.000 TL
Karşıyaka - Dedebaşı Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,32.000 TL
Menemen - Kemal Atatürk Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,16.500 TL
Buca - Kozağaç Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,15.500 TL
Güzelbahçe - Yelki Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,37.000 TL
Karaburun - Mordoğan Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,19.000 TL
Karabağlar - Vatan Mahallesi,Daire | 2+1 | 1. Kat | 120 m²,32.000 TL
Dikili - Çandarlı Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,30.000 TL
Karşıyaka - Bostanlı Mahallesi,Daire | 3+1 | Yüksek giriş | 125 m²,45.000 TL
Bayraklı - Org. Nafiz Gürman Mahallesi,Daire | 3+1 | 2. Kat | 125 m²,20.000 TL
Bornova - Atatürk Mahallesi,Daire | 3+1 | Bahçe katı | 100 m²,25.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 2+1 | 1. Kat | 95 m²,40.000 TL
Güzelbahçe - Yelki Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,55.000 TL
Tire - Toki Mahallesi,Daire | 3+1 | Yüksek giriş | 135 m²,28.500 TL
Tire - Kurtuluş Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,11.500 TL
Tire - Kurtuluş Mahallesi,Daire | 3+1 | 3. Kat | 140 m²,20.000 TL
Tire - Adnan Menderes Mahallesi,Daire | 1+1 | 6. Kat | 70 m²,20.000 TL
Tire - Cumhuriyet Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 110 m²,18.500 TL
Tire - Toki Mahallesi,Daire | 3+1 | 6. Kat | 128 m²,13.000 TL
Tire - Hürriyet Mahallesi,Daire | 3+1 | 1. Kat | 150 m²,22.000 TL
Tire - Yeni Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,11.500 TL
Torbalı - Ertuğrul Mahallesi,Daire | 1+1 | 4. Kat | 56 m²,16.000 TL
Bayraklı - Mansuroğlu Mahallesi,Daire | 1+1 | 10. Kat | 50 m²,32.000 TL
Balçova - Onur Mahallesi,Daire | 3+1 | 1. Kat | 140 m²,50.000 TL
Balçova - Onur Mahallesi,Daire | 2+1 | 2. Kat | 75 m²,26.250 TL
Urla - Güvendik Mahallesi,Daire | 2+1 | 3. Kat | 75 m²,40.000 TL
Konak - Zafertepe Mahallesi,Daire | 1+1 | Bahçe katı | 70 m²,20.000 TL
Konak - Yeşiltepe Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,42.000 TL
Gaziemir - Dokuz Eylül Mahallesi,Daire | 2+1 | 2. Kat | 109 m²,67.500 TL
Bornova - Barbaros Mahallesi,Daire | Stüdyo | Bahçe katı | 34 m²,18.500 TL
Buca - Belenbaşı Mahallesi,Daire | 2+1 | Müstakil | 60 m²,20.000 TL
Bornova - Ergene Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,43.000 TL
Buca - Dumlupınar Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,20.000 TL
Buca - Yıldız Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,16.000 TL
Çeşme - Alaçatı Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,400.000 TL
Bayraklı - Soğukkuyu Mahallesi,Daire | 3+1 | 4. Kat | 140 m²,38.000 TL
Dikili - İsmetpaşa Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,18.000 TL
Güzelbahçe - Siteler Mahallesi,Daire | 3+1 | 3. Kat | 110 m²,30.000 TL35.000 TL
Karabağlar - Bozyaka Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,24.000 TL
Konak - Mithatpaşa Mahallesi,Daire | 4+1 | Yüksek giriş | 140 m²,54.000 TL
Konak - Kılıç Reis Mahallesi,Daire | 3+1 | 4. Kat | 115 m²,20.000 TL
Karşıyaka - Tersane Mahallesi,Daire | 3+1 | Çatı katı | 150 m²,27.000 TL
Bornova - Atatürk Mahallesi,Daire | 1 Oda | Bahçe katı | 39 m²,10.000 TL
Buca - Akıncılar Mahallesi,Daire | 2+1 | 4. Kat | 97 m²,22.500 TL
Bergama - Ertuğrul Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,22.500 TL
Buca - Çamlık Mahallesi,Daire | 2+1 | 2. Kat | 85 m²,17.000 TL
Buca - Hürriyet Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,22.000 TL
Buca - Çamlıkule Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,18.500 TL
Karşıyaka - Yalı Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,39.000 TL42.000 TL
Buca - Mustafa Kemal Mahallesi,Daire | 3+1 | Düz Giriş (Zemin) | 120 m²,15.000 TL
