location,information,sales_price
Muratpaşa - Güzeloba Mahallesi,Daire | 2+1 | Yüksek giriş | 90 m²,23.000 TL25.500 TL
Finike - Hasyurt Mahallesi,Daire | 2+1 | 5. Kat | 150 m²,25.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,17.000 TL18.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 1. Kat | 47 m²,12.000 TL
Konyaaltı - Sarısu Mahallesi,Daire | 4+1 | 2. Kat | 185 m²,40.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 1+1 | 4. Kat | 56 m²,28.000 TL30.500 TL
Kepez - Güneş Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,4.000.000 TL
Kepez - Varsak Menderes Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,16.000 TL
Muratpaşa - Bahçelievler Mahallesi,Daire | 4+1 | 7. Kat | 267 m²,75.000 TL
Kepez - Kültür Mahallesi,Daire | 3+1 | 2. Kat | 145 m²,28.000 TL
Kepez - Aydoğmuş Mahallesi,Daire | 1+1 | Yüksek giriş | 43 m²,15.500 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 1+1 | Yüksek giriş | 75 m²,12.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,10.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,20.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,36.000 TL
Manavgat - Ilıca Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,18.000 TL
Manavgat - Ilıca Mahallesi,Daire | 2+1 | 2. Kat | 65 m²,18.000 TL
Manavgat - Sarılar Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,21.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,40.000 TL46.000 TL
Manavgat - Side Mahallesi,Daire | 1+1 | Bahçe katı | 57 m²,30.000 TL
Muratpaşa - Gebizli Mahallesi,Daire | 4+1 | Çatı Dubleks | 160 m²,25.000 TL
Elmalı - Karyağdı Mahallesi,Daire | 3+1 | 3. Kat | 115 m²,11.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 6. Kat | 140 m²,20.000 TL
Muratpaşa - Bahçelievler Mahallesi,Daire | 2+1 | Bahçe katı | 100 m²,50.000 TL
Konyaaltı - Gürsu Mahallesi,Daire | 4+1 | 7. Kat | 220 m²,85.000 TL
Kepez - Varsak Karşıyaka Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,18.000 TL
Kepez - Fevzi Çakmak Mahallesi,Daire | 3+1 | Bahçe katı | 110 m²,30.000 TL
Manavgat - Çolaklı Mahallesi,Daire | 2+1 | 3. Kat | 110 m²,16.000 TL
Finike - Kum Mahallesi,Daire | 2+1 | 5. Kat | 120 m²,13.000 TL
Alanya - Kadıpaşa Mahallesi,Daire | 1+1 | 3. Kat | 70 m²,20.000 TL22.000 TL
Kepez - Varsak Karşıyaka Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,13.500 TL
Alanya - Mahmutlar Mahallesi,Daire | Stüdyo | 4. Kat | 40 m²,11.000 TL
Muratpaşa - Bayındır Mahallesi,Daire | 3+1 | Yüksek giriş | 140 m²,30.000 TL
Serik - Belek Mahallesi,Daire | 3+1 | 3. Kat | 160 m²,28.000 TL
Muratpaşa - Fener Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,70.000 TL
Kepez - Ahatlı Mahallesi,Daire | 2+0 | 1. Kat | 55 m²,11.000 TL
Alanya - Sugözü Mahallesi,Daire | 1+1 | 1. Kat | 48 m²,12.500 TL13.500 TL
Aksu - Kemerağzı Mahallesi,Daire | 3+1 | 1. Kat | 180 m²,35.000 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,25.000 TL
Alanya - Kestel Mahallesi,Daire | 2+1 | 3. Kat | 150 m²,11.000 TL12.000 TL
Alanya - Kestel Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,13.000 TL
Konyaaltı - Altınkum Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,45.000 TL
Kepez - Göksu Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,30.000 TL
Alanya - Hacet Mahallesi,Daire | 4+1 | Çatı Dubleks | 180 m²,42.500 TL
Manavgat - Örnek Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,20.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,16.000 TL
Manavgat - Aşağı Hisar Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,20.000 TL
Döşemealtı - Altınkale Mahallesi,Daire | 1+1 | 1. Kat | 50 m²,16.000 TL
Aksu - Kemerağzı Mahallesi,Daire | 4+1 | Villa tipi | 220 m²,45.000 TL
Manavgat - Side Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,27.500 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,32.000 TL
Kepez - Aktoprak Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,19.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,18.000 TL
Finike - Kum Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,18.500 TL
Kumluca - Cumhuriyet Mahallesi,Daire | 2+1 | 5. Kat | 105 m²,16.000 TL
Alanya - Avsallar Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,20.000 TL
Kepez - Yeşilyurt Mahallesi,Daire | 2+0 | 2. Kat | 60 m²,8.500 TL
Konyaaltı - Uncalı Mahallesi,Daire | 5+1 | 3. Kat | 260 m²,80.000 TL
Kepez - Ayanoğlu Mahallesi,Daire | 2+1 | Yüksek giriş | 75 m²,15.500 TL
Kepez - Aydoğmuş Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,13.000 TL
Konyaaltı - Uncalı Mahallesi,Daire | 5+1 | 3. Kat | 265 m²,80.000 TL
Gazipaşa - Yeni Mahallesi,Daire | 2+1 | Çatı Dubleks | 110 m²,16.000 TL18.000 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 1+1 | 4. Kat | 50 m²,12.000 TL
Muratpaşa - Fener Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,30.000 TL
Alanya - İncekum Mahallesi,Daire | 7+1 | 3. Kat | 275 m²,43.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 2. Kat | 90 m²,29.000 TL
Kepez - Kültür Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,25.000 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 100 m²,25.500 TL
Finike - Kum Mahallesi,Daire | 1+1 | 3. Kat | 50 m²,20.000 TL
Alanya - Tosmur Mahallesi,Daire | 1+1 | 6. Kat | 65 m²,30.000 TL
Döşemealtı - Bahçeyaka Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,18.000 TL
Kepez - Kepez Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,25.000 TL
Döşemealtı - Bahçeyaka Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,18.000 TL
Kepez - Kepez Mahallesi,Daire | 3+1 | 4. Kat | 125 m²,25.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 3+1 | 3. Kat | 180 m²,40.000 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,23.500 TL
Aksu - Kemerağzı Mahallesi,Daire | 1+1 | 2. Kat | 62 m²,29.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 1+1 | 1. Kat | 70 m²,20.000 TL
Finike - Kızılca Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,12.000 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,9.000 TL
Kepez - Gülveren Mahallesi,Daire | 2+1 | 10. Kat | 85 m²,50.000 TL
Döşemealtı - Çıplaklı Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,17.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,23.000 TL
Kepez - Santral Mahallesi,Daire | 2+1 | 10. Kat | 86 m²,18.000 TL
Kepez - Santral Mahallesi,Daire | 2+1 | 6. Kat | 94 m²,19.500 TL
Muratpaşa - Meltem Mahallesi,Daire | 2+1 | 15. Kat | 120 m²,70.000 TL90.000 TL
Alanya - Kargıcak Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,16.500 TL
Alanya - Saray Mahallesi,Daire | 3+1 | 5. Kat | 180 m²,19.000 TL25.000 TL
Alanya - Çarşı Mahallesi,Daire | 2+1 | 2. Kat | 135 m²,16.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 1. Kat | 65 m²,17.000 TL20.000 TL
Alanya - Karakocalı Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,13.500 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,13.000 TL
Döşemealtı - Çıplaklı Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,16.000 TL
Alanya - Tosmur Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,20.000 TL
Alanya - Demirtaş Mahallesi,Daire | 1+1 | 2. Kat | 54 m²,10.000 TL11.000 TL
Manavgat - Karaöz Mahallesi,Daire | 3+1 | 2. Kat | 200 m²,25.000 TL
Aksu - Kemerağzı Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,17.500 TL
Döşemealtı - Bahçeyaka Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,19.000 TL
Konyaaltı - Liman Mahallesi,Daire | 3+1 | Bahçe katı | 155 m²,59.000 TL
Konyaaltı - Molla Yusuf Mahallesi,Daire | 3+1 | Yüksek giriş | 160 m²,30.000 TL
Serik - Yeni Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,17.000 TL18.000 TL
Alanya - Avsallar Mahallesi,Daire | 1+1 | 2. Kat | 69 m²,11.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 4. Kat | 125 m²,20.000 TL
Alanya - Saray Mahallesi,Daire | 2+1 | 5. Kat | 130 m²,15.000 TL18.000 TL
Alanya - Çıplaklı Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,13.000 TL
Alanya - Cikcilli Mahallesi,Daire | 2+1 | 1. Kat | 125 m²,30.000 TL35.000 TL
Manavgat - Side Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,25.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,14.000 TL15.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | Yüksek giriş | 120 m²,40.000 TL
Alanya - Tosmur Mahallesi,Daire | 2+1 | 3. Kat | 120 m²,25.000 TL30.000 TL
Muratpaşa - Şirinyalı Mahallesi,Daire | 2+1 | 1. Kat | 140 m²,35.000 TL
Kepez - Karşıyaka Mahallesi,Daire | 2+1 | 4. Kat | 85 m²,19.000 TL
Alanya - Kestel Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,23.000 TL25.000 TL
Alanya - Dinek Mahallesi,Daire | 2+1 | Çatı katı | 95 m²,22.000 TL25.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 1. Kat | 115 m²,22.000 TL
Alanya - Kızlar Pınarı Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,37.000 TL
Kepez - Göksu Mahallesi,Daire | 1+1 | 4. Kat | 55 m²,25.000 TL
Kepez - Yeşilyurt Mahallesi,Daire | 3+1 | 3. Kat | 160 m²,20.000 TL
Muratpaşa - Cumhuriyet Mahallesi,Daire | 3+1 | 1. Kat | 145 m²,29.000 TL
Muratpaşa - Yeşilbahçe Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 95 m²,40.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 2+1 | 5. Kat | 120 m²,22.000 TL
Alanya - Oba Mahallesi,Daire | 1+1 | 3. Kat | 60 m²,14.000 TL
Kepez - Çankaya Mahallesi,Daire | 1+1 | 3. Kat | 80 m²,20.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 2+1 | 1. Kat | 85 m²,29.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 10. Kat | 60 m²,36.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,16.000 TL
Alanya - Avsallar Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,12.000 TL15.000 TL
Alanya - Avsallar Mahallesi,Daire | 2+1 | Çatı katı | 100 m²,18.000 TL20.000 TL
Kaş - Kalkan Mahallesi,Daire | 2+1 | Villa tipi | 130 m²,35.000 TL
Serik - Merkez Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,25.000 TL
Kepez - Güneş Mahallesi,Daire | 1+1 | 8. Kat | 41 m²,14.000 TL
Alanya - Kargıcak Mahallesi,Daire | 4+1 | 6. Kat | 200 m²,42.000 TL
Muratpaşa - Güzeloba Mahallesi,Daire | 2+1 | 1. Kat | 105 m²,45.000 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 1+1 | 4. Kat | 57 m²,15.000 TL
Alanya - Avsallar Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,10.000 TL
Aksu - Güzelyurt Mahallesi,Daire | 4+1 | 4. Kat | 180 m²,26.000 TL
Manavgat - Aşağı Hisar Mahallesi,Daire | 4+1 | 3. Kat | 220 m²,37.000 TL
Manavgat - Sorgun Mahallesi,Daire | 5+1 | Villa tipi | 350 m²,95.000 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,15.000 TL
Manavgat - Yayla Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,17.000 TL
Manavgat - Side Mahallesi,Daire | 3+1 | 2. Kat | 135 m²,35.000 TL
Manavgat - Aşağı Pazarcı Mahallesi,Daire | 4+1 | 2. Kat | 145 m²,28.500 TL
Manavgat - Emek Mahallesi,Daire | 3+1 | 3. Kat | 135 m²,25.000 TL
Demre - Büyükkum Mahallesi,Daire | 3+1 | 2. Kat | 165 m²,25.000 TL
Konyaaltı - Liman Mahallesi,Daire | 3+1 | 6. Kat | 260 m²,90.000 TL
Alanya - Elikesik Mahallesi,Daire | 2+1 | Kot 1 (-1). Kat | 90 m²,10.000 TL
Alanya - Payallar Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,15.000 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 1+1 | 3. Kat | 57 m²,15.500 TL
Muratpaşa - Yenigün Mahallesi,Daire | 3+1 | 2. Kat | 160 m²,19.000 TL
Alanya - Şekerhane Mahallesi,Daire | 2+1 | 1. Kat | 90 m²,15.000 TL
Alanya - Oba Mahallesi,Daire | 1+1 | 2. Kat | 55 m²,15.000 TL
Muratpaşa - Sedir Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 65 m²,15.000 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,20.000 TL
Kepez - Şafak Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,20.000 TL
Alanya - Oba Mahallesi,Daire | 2+1 | 4. Kat | 120 m²,25.000 TL
Muratpaşa - Yeşilbahçe Mahallesi,Daire | 3+1 | 2. Kat | 180 m²,50.000 TL
Muratpaşa - Altındağ Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 30 m²,20.000 TL
Alanya - Sugözü Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 60 m²,22.000 TL
Alanya - Oba Mahallesi,Daire | 1+1 | 1. Kat | 60 m²,15.000 TL
Muratpaşa - Soğuksu Mahallesi,Daire | 1+1 | Düz Giriş (Zemin) | 50 m²,14.000 TL
Muratpaşa - Yıldız Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,28.000 TL
Manavgat - Sorgun Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,20.000 TL
Muratpaşa - Yıldız Mahallesi,Daire | 1+1 | 3. Kat | 65 m²,28.000 TL
Manavgat - Sorgun Mahallesi,Daire | 2+1 | 1. Kat | 80 m²,20.000 TL
Alanya - Çarşı Mahallesi,Daire | 2+1 | 3. Kat | 140 m²,23.000 TL
Kepez - Göksu Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 70 m²,21.000 TL
Alanya - Avsallar Mahallesi,Daire | 2+1 | 3. Kat | 105 m²,16.000 TL
Kepez - Yeni Doğan Mahallesi,Daire | 3+1 | 10. Kat | 135 m²,18.999 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,26.000 TL
Finike - Kum Mahallesi,Daire | 2+1 | 2. Kat | 63 m²,18.000 TL
Alanya - Demirtaş Mahallesi,Daire | 1+1 | 6. Kat | 74 m²,10.000 TL
Finike - Kum Mahallesi,Daire | 2+1 | 1. Kat | 63 m²,15.000 TL18.000 TL
Döşemealtı - Altınkale Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,18.000 TL
Kepez - Ahatlı Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,18.000 TL
Konyaaltı - Liman Mahallesi,Daire | 2+1 | 4. Kat | 100 m²,45.000 TL
Muratpaşa - Güvenlik Mahallesi,Daire | 1+1 | 1. Kat | 45 m²,14.500 TL
Kepez - Kültür Mahallesi,Daire | 1+1 | 4. Kat | 45 m²,15.000 TL
Kepez - Ahatlı Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,16.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | Yüksek giriş | 55 m²,21.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | 4. Kat | 95 m²,30.000 TL
Manavgat - Side Mahallesi,Daire | 2.5+1 | Müstakil | 125 m²,25.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 5. Kat | 55 m²,16.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 2+1 | 5. Kat | 100 m²,14.000 TL
Alanya - Sugözü Mahallesi,Daire | 1+1 | Yüksek giriş | 70 m²,21.750 TL
Alanya - Kestel Mahallesi,Daire | 2+1 | Çatı katı | 150 m²,20.000 TL
Alanya - Büyükhasbahçe Mahallesi,Daire | 3+1 | Çatı Dubleks | 150 m²,32.000 TL35.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 1+1 | 8. Kat | 90 m²,20.000 TL
Konyaaltı - Arapsuyu Mahallesi,Daire | 2+2 | 7. Kat | 155 m²,120.000 TL
Muratpaşa - Bayındır Mahallesi,Daire | 2+1 | Çatı Dubleks | 110 m²,16.000 TL
Kepez - Kepez Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,14.000 TL
Kepez - Fevzi Çakmak Mahallesi,Daire | 2+1 | 3. Kat | 90 m²,25.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,47.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 3+1 | 2. Kat | 175 m²,50.000 TL
Manavgat - Ilıca Mahallesi,Daire | 1+1 | Bahçe katı | 50 m²,34.000 TL
Alanya - Oba Mahallesi,Daire | 2+1 | Kot 3 (-3). Kat | 130 m²,30.000 TL
Manavgat - Side Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,4.500 TL
Aksu - Kemerağzı Mahallesi,Daire | 3+1 | Villa tipi | 150 m²,38.000 TL
Alanya - Avsallar Mahallesi,Daire | 1+1 | 4. Kat | 65 m²,17.000 TL
Kepez - Kültür Mahallesi,Daire | 2+1 | 3. Kat | 95 m²,23.000 TL
Alanya - Kargıcak Mahallesi,Daire | 1+1 | 1. Kat | 51 m²,12.000 TL
Finike - Hasyurt Mahallesi,Daire | 3+1 | 3. Kat | 125 m²,20.000 TL23.000 TL
Finike - Hasyurt Mahallesi,Daire | 3+1 | 6. Kat | 125 m²,20.000 TL23.000 TL
Muratpaşa - Güvenlik Mahallesi,Daire | 3+1 | 4. Kat | 120 m²,19.999 TL
Demre - Gökyazı Mahallesi,Daire | 3+1 | 2. Kat | 130 m²,18.000 TL
Manavgat - Çeltikçi Mahallesi,Daire | 1+1 | Yüksek giriş | 75 m²,15.000 TL
Manavgat - Ilıca Mahallesi,Daire | 1+1 | 4. Kat | 90 m²,25.000 TL
Alanya - Oba Mahallesi,Daire | 2+1 | 2. Kat | 120 m²,20.000 TL
Kepez - Şafak Mahallesi,Daire | 2+1 | 1. Kat | 110 m²,23.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 2. Kat | 50 m²,12.000 TL
Manavgat - Emek Mahallesi,Daire | 3+1 | 4. Kat | 130 m²,25.000 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,13.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,37.500 TL
Alanya - Hacımehmetli Mahallesi,Daire | 3+1 | 2. Kat | 180 m²,15.000 TL
Manavgat - Aşağı Pazarcı Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,15.000 TL
Kepez - Aydoğmuş Mahallesi,Daire | 3+1 | 1. Kat | 155 m²,26.500 TL
Alanya - Kızlar Pınarı Mahallesi,Daire | 2+1 | 3. Kat | 140 m²,15.000 TL18.000 TL
Döşemealtı - Yeniköy Mahallesi,Daire | 2+1 | 3. Kat | 108 m²,17.000 TL
Aksu - Altıntaş Mahallesi,Daire | 2+1 | Düz Giriş (Zemin) | 70 m²,15.000 TL
Muratpaşa - Deniz Mahallesi,Daire | 2+1 | 2. Kat | 80 m²,38.000 TL
Konyaaltı - Liman Mahallesi,Daire | 3+1 | 4. Kat | 160 m²,45.000 TL
Konyaaltı - Uluç Mahallesi,Daire | 3+1 | 3. Kat | 150 m²,55.000 TL
Muratpaşa - Yüksekalan Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,23.000 TL
Konyaaltı - Uluç Mahallesi,Daire | 3+1 | 3. Kat | 150 m²,55.000 TL
Muratpaşa - Yüksekalan Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,23.000 TL
Gazipaşa - Yeni Mahallesi,Daire | 3+1 | 4. Kat | 150 m²,23.000 TL
Serik - Orta Mahallesi,Daire | 3+1 | 1. Kat | 185 m²,21.000 TL
Alanya - Avsallar Mahallesi,Daire | 3+1 | Çatı katı | 120 m²,20.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,18.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 3. Kat | 45 m²,14.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 6. Kat | 105 m²,21.000 TL24.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 4. Kat | 60 m²,14.000 TL15.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 2. Kat | 60 m²,13.500 TL
Muratpaşa - Kışla Mahallesi,Daire | 2+1 | 5. Kat | 130 m²,23.000 TL25.000 TL
Kepez - Baraj Mahallesi,Daire | 1+1 | Yüksek giriş | 75 m²,15.000 TL
Kepez - Aktoprak Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,15.000 TL
Serik - Merkez Mahallesi,Daire | 1+1 | 2. Kat | 45 m²,13.500 TL
Muratpaşa - Kızılarık Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,17.000 TL
Alanya - Demirtaş Mahallesi,Daire | 2+1 | 3. Kat | 74 m²,12.000 TL
Serik - Belek Mahallesi,Daire | 1+1 | Yüksek giriş | 60 m²,22.000 TL
Manavgat - Aşağı Hisar Mahallesi,Daire | 2+1 | 2. Kat | 95 m²,17.000 TL
Manavgat - Çağlayan Mahallesi,Daire | 1+1 | 2. Kat | 90 m²,13.000 TL
Manavgat - Emek Mahallesi,Daire | 2+1 | Bahçe katı | 85 m²,12.000 TL
Manavgat - Side Mahallesi,Daire | 1+1 | 2. Kat | 65 m²,20.000 TL
Manavgat - Bahçelievler Mahallesi,Daire | 3+1 | 2. Kat | 150 m²,22.000 TL
Alanya - Büyükhasbahçe Mahallesi,Daire | 2+1 | 2. Kat | 100 m²,10.000 TL
Aksu - Altıntaş Mahallesi,Daire | 1+1 | 3. Kat | 55 m²,18.000 TL
Manavgat - Çağlayan Mahallesi,Daire | 3+1 | 2. Kat | 180 m²,27.000 TL
Manavgat - Emek Mahallesi,Daire | 2+1 | 3. Kat | 70 m²,18.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 3+1 | 3. Kat | 150 m²,20.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 1+1 | 1. Kat | 65 m²,12.000 TL
Manavgat - Bahçelievler Mahallesi,Daire | 4+1 | 3. Kat | 190 m²,27.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 2. Kat | 110 m²,30.000 TL
Manavgat - Aşağı Hisar Mahallesi,Daire | 2+1 | 4. Kat | 115 m²,16.000 TL
Manavgat - Gündoğdu Mahallesi,Daire | 2+1 | Villa tipi | 80 m²,30.000 TL32.000 TL
Manavgat - Aşağı Hisar Mahallesi,Daire | 3+1 | 1. Kat | 130 m²,23.000 TL
Manavgat - Çeltikçi Mahallesi,Daire | 1+1 | 1. Kat | 55 m²,19.500 TL
Manavgat - Çağlayan Mahallesi,Daire | 2+1 | Çatı katı | 110 m²,17.000 TL
Manavgat - Örnek Mahallesi,Daire | 1+1 | 3. Kat | 100 m²,16.000 TL
Alanya - Oba Mahallesi,Daire | 3+1 | 6. Kat | 155 m²,33.500 TL
Alanya - Oba Mahallesi,Daire | 4+1 | 3. Kat | 173 m²,55.000 TL
Muratpaşa - Meydankavağı Mahallesi,Daire | 4+1 | Çatı Dubleks | 275 m²,67.500 TL
Konyaaltı - Öğretmenevleri Mahallesi,Daire | 3+1 | 1. Kat | 145 m²,32.000 TL
Kepez - Kepez Mahallesi,Daire | 1+1 | 11. Kat | 72 m²,15.000 TL
Alanya - Güller Pınarı Mahallesi,Daire | 2+1 | 4. Kat | 110 m²,20.000 TL
Serik - Orta Mahallesi,Daire | 2+1 | Yüksek giriş | 130 m²,14.000 TL
Muratpaşa - Dutlubahçe Mahallesi,Daire | 3+1 | 2. Kat | 140 m²,25.000 TL
Manavgat - Emek Mahallesi,Daire | 1+1 | Bahçe katı | 60 m²,18.000 TL
Manavgat - Dikmen Mahallesi,Daire | 2+1 | Müstakil | 160 m²,10.000 TL
Manavgat - Sarılar Mahallesi,Daire | 2+1 | 2. Kat | 170 m²,18.000 TL
Konyaaltı - Sarısu Mahallesi,Daire | 3+1 | 3. Kat | 160 m²,40.000 TL
Muratpaşa - Şirinyalı Mahallesi,Daire | 3+1 | 2. Kat | 240 m²,60.000 TL
Konyaaltı - Liman Mahallesi,Daire | 1+1 | Bahçe katı | 65 m²,27.000 TL
Kemer - Göynük Mahallesi,Daire | 2+1 | 3. Kat | 150 m²,55.000 TL
Manavgat - Taşağıl Mahallesi,Daire | 3+1 | 3. Kat | 180 m²,15.000 TL
Gazipaşa - Pazarcı Mahallesi,Daire | 1+1 | Yüksek giriş | 50 m²,16.000 TL
Konyaaltı - Hurma Mahallesi,Daire | 2+1 | 1. Kat | 100 m²,25.000 TL
Serik - Belek Mahallesi,Daire | 2+1 | Yüksek giriş | 100 m²,20.000 TL
Alanya - Saray Mahallesi,Daire | 2+1 | 2. Kat | 125 m²,25.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 2+1 | 3. Kat | 100 m²,22.220 TL
Serik - Merkez Mahallesi,Daire | 5+1 | 6. Kat | 280 m²,28.000 TL
Alanya - Mahmutlar Mahallesi,Daire | 3+1 | 3. Kat | 145 m²,22.000 TL
